School Year,Topic,Grade,District,Proficient,Total
2020,Math,4,6937,33.0,48.0
2024,Reading,6,3978,17.0,33.0
2019,Math,3,5994,49.0,55.0
2023,Math,5,1062,100.0,106.0
2018,Math,6,576,29.0,52.0
2016,Math,8,1062,74.0,91.0
2021,Reading,6,423,11.0,18.0
2018,Reading,3,4572,14.0,18.0
2022,Reading,6,126,56.0,72.0
2022,Math,3,2727,44.0,47.0
2023,Math,5,3195,47.0,59.0
2024,Reading,7,594,32.0,54.0
2016,Reading,11,6512,30.0,43.0
2025,Math,7,1206,54.0,71.0
2023,Math,4,6921,16.0,18.0
2023,Math,8,1095,36.0,41.0
2019,Reading,7,2349,49.0,68.0
2021,Math,11,6003,19.0,21.0
2025,Math,8,5895,11.0,12.0
2022,Reading,6,1737,1053.0,1963.0
2023,Math,7,5625,22.0,27.0
2017,Reading,8,2766,26.0,35.0
2022,Math,11,6822,235.0,284.0
2019,Reading,11,7029,83.0,87.0
2021,Math,11,6592,39.0,50.0
2017,Math,4,6867,96.0,113.0
2022,Reading,6,2403,39.0,61.0
2022,Math,7,2834,15.0,24.0
2021,Math,3,6460,43.0,57.0
2023,Reading,7,4122,16.0,34.0
2022,Reading,6,6165,19.0,24.0
2023,Math,11,1963,37.0,44.0
2019,Reading,11,2763,45.0,57.0
2023,Reading,8,7092,20.0,26.0
2016,Math,11,423,32.0,37.0
2023,Math,6,6120,76.0,89.0
2018,Reading,3,1079,59.0,72.0
2024,Reading,6,7098,42.0,49.0
2019,Math,4,387,58.0,74.0
2023,Math,6,4356,36.0,70.0
2025,Reading,5,6094,30.0,36.0
2025,Math,8,6990,34.0,46.0
2015,Math,11,4761,33.0,33.0
2020,Reading,5,225,211.0,231.0
2025,Reading,11,6264,56.0,64.0
2021,Math,4,6591,35.0,45.0
2025,Reading,6,4599,25.0,35.0
2024,Math,5,2097,22.0,27.0
2020,Reading,3,6759,43.0,51.0
2015,Math,11,5166,120.0,132.0
2021,Reading,4,6591,38.0,45.0
2025,Math,8,1972,19.0,21.0
2023,Math,11,3978,36.0,45.0
2017,Math,8,5160,73.0,82.0
2021,Reading,6,6921,19.0,28.0
2021,Math,5,4725,150.0,209.0
2017,Math,8,4776,20.0,36.0
2016,Math,4,1215,20.0,24.0
2021,Reading,3,5160,65.0,79.0
2021,Math,8,5994,49.0,54.0
2019,Math,8,6867,117.0,134.0
2025,Math,11,5139,13.0,15.0
2019,Math,11,621,247.0,286.0
2016,Reading,11,2673,42.0,51.0
2014,Reading,4,585,38.0,42.0
2020,Reading,4,63,40.0,46.0
2025,Reading,10,1917,21.0,28.0
2015,Math,8,1080,33.0,51.0
2024,Reading,8,6512,19.0,33.0
2018,Math,11,126,100.0,116.0
2025,Math,5,4446,56.0,75.0
2019,Math,6,5994,43.0,49.0
2016,Math,4,2124,55.0,77.0
2024,Math,4,6100,18.0,25.0
2024,Reading,7,916,7.0,17.0
2024,Math,6,6096,26.0,42.0
2014,Reading,8,9,42.0,49.0
2018,Reading,6,4689,19.0,37.0
2023,Reading,5,5922,40.0,48.0
2017,Math,5,6990,33.0,39.0
2015,Math,4,4212,17.0,19.0
2022,Reading,7,4269,18.0,27.0
2015,Reading,11,7047,22.0,33.0
2023,Reading,4,3312,79.0,113.0
2019,Reading,8,4149,83.0,101.0
2018,Reading,8,2682,28.0,37.0
2023,Math,3,2709,97.0,110.0
2025,Reading,3,5697,14.0,22.0
2020,Reading,11,4775,17.0,21.0
2015,Math,4,1211,69.0,93.0
2021,Math,8,2772,8.0,12.0
2019,Reading,11,1080,27.0,40.0
2017,Math,8,1619,75.0,88.0
2017,Math,6,1965,15.0,18.0
2024,Math,4,6095,40.0,47.0
2024,Reading,4,6633,16.0,17.0
2019,Reading,11,2862,40.0,54.0
2022,Reading,11,4505,18.0,31.0
2020,Math,11,4797,135.0,157.0
2015,Math,4,1337,228.0,271.0
2024,Math,7,2709,119.0,132.0
2019,Reading,6,4775,15.0,23.0
2017,Math,5,4890,46.0,57.0
2025,Reading,6,4725,170.0,211.0
2019,Reading,8,2169,103.0,124.0
2024,Reading,11,1218,19.0,20.0
2024,Reading,5,4572,14.0,17.0
2019,Math,7,1944,28.0,38.0
2020,Math,3,3942,37.0,46.0
2016,Math,4,3033,21.0,25.0
2018,Reading,11,6003,22.0,32.0
2018,Math,6,1963,33.0,43.0
2018,Math,6,1211,53.0,82.0
2021,Reading,4,1965,17.0,23.0
2020,Math,11,4131,216.0,266.0
2017,Math,6,2313,187.0,255.0
2018,Math,5,5976,49.0,70.0
2017,Math,8,3042,54.0,65.0
2018,Math,4,1413,26.0,32.0
2022,Math,3,1611,815.0,1113.0
2021,Math,8,6950,96.0,113.0
2018,Math,7,3798,44.0,49.0
2021,Math,3,5139,10.0,14.0
2021,Math,7,1413,24.0,34.0
2024,Reading,4,4041,47.0,73.0
2019,Reading,5,1719,38.0,44.0
2024,Math,7,2763,26.0,34.0
2025,Math,8,4772,36.0,44.0
2023,Math,11,2862,45.0,52.0
2025,Reading,6,6099,35.0,41.0
2017,Reading,8,2763,35.0,49.0
2020,Reading,11,2403,46.0,52.0
2023,Reading,11,6943,21.0,23.0
2025,Math,10,5510,43.0,45.0
2021,Reading,4,6534,44.0,51.0
2019,Reading,7,333,15.0,24.0
2024,Math,11,18,23.0,24.0
2017,Math,7,3029,89.0,109.0
2014,Math,4,585,38.0,42.0
2025,Math,10,1602,43.0,47.0
2023,Reading,5,6937,36.0,56.0
2019,Reading,3,6030,57.0,74.0
2021,Math,5,1675,23.0,23.0
2014,Reading,8,6102,120.0,160.0
2022,Reading,11,1602,39.0,53.0
2024,Reading,5,153,23.0,35.0
2024,Reading,4,6969,14.0,24.0
2021,Reading,8,1368,33.0,61.0
2017,Reading,6,977,45.0,61.0
2017,Math,3,5868,10.0,11.0
2023,Math,5,6700,29.0,35.0
2018,Math,3,2322,142.0,165.0
2025,Reading,5,6102,94.0,125.0
2016,Math,11,234,80.0,96.0
2019,Reading,7,6512,28.0,47.0
2021,Reading,7,1062,69.0,84.0
2023,Math,7,4518,13.0,20.0
2020,Reading,5,5976,55.0,75.0
2022,Math,7,5510,40.0,52.0
2015,Math,11,3119,39.0,49.0
2023,Math,11,5463,74.0,91.0
2015,Reading,11,6099,58.0,68.0
2019,Math,5,2113,11.0,24.0
2021,Reading,3,5868,8.0,11.0
2018,Reading,11,6840,140.0,172.0
2019,Reading,4,6175,34.0,41.0
2017,Math,4,2727,35.0,42.0
2025,Reading,11,225,254.0,297.0
2025,Math,3,873,19.0,23.0
2021,Math,11,1431,28.0,35.0
2017,Reading,7,720,51.0,77.0
2024,Math,6,1967,5.0,13.0
2025,Reading,5,6795,451.0,692.0
2018,Reading,6,6950,57.0,84.0
2021,Math,8,234,63.0,79.0
2017,Math,3,6660,76.0,110.0
2017,Math,11,3195,58.0,82.0
2025,Reading,7,4491,17.0,28.0
2019,Math,3,2466,61.0,71.0
2015,Math,11,1989,29.0,35.0
2021,Math,11,6768,90.0,104.0
2018,Math,4,6768,81.0,109.0
2024,Math,4,3105,68.0,79.0
2014,Reading,8,6983,64.0,77.0
2018,Reading,8,4122,22.0,29.0
2018,Reading,6,441,27.0,37.0
2017,Reading,4,1953,35.0,48.0
2017,Math,4,4356,32.0,52.0
2019,Reading,5,5697,29.0,32.0
2022,Reading,6,3114,192.0,238.0
2022,Reading,3,6961,131.0,164.0
2025,Reading,11,4779,75.0,80.0
2025,Reading,10,6969,21.0,25.0
2019,Reading,6,234,47.0,70.0
2025,Reading,11,3330,19.0,22.0
2022,Math,5,873,20.0,30.0
2020,Reading,3,6961,149.0,184.0
2020,Reading,6,3375,96.0,132.0
2014,Math,4,2097,27.0,32.0
2017,Reading,4,1089,13.0,19.0
2018,Reading,4,7038,37.0,47.0
2025,Math,5,4785,33.0,35.0
2022,Reading,11,6700,25.0,31.0
2020,Reading,4,4041,69.0,98.0
2025,Reading,3,4269,24.0,33.0
2018,Math,7,5160,75.0,91.0
2022,Math,7,1619,76.0,93.0
2019,Math,6,6120,77.0,87.0
2022,Math,5,3042,40.0,49.0
2015,Reading,11,108,14.0,21.0
2018,Math,11,1944,53.0,68.0
2023,Math,6,126,62.0,84.0
2018,Math,6,549,31.0,36.0
2017,Reading,5,4644,21.0,28.0
2021,Math,4,4689,27.0,36.0
2017,Math,8,882,196.0,306.0
2020,Reading,8,6264,43.0,49.0
2015,Reading,11,4131,254.0,322.0
2018,Math,4,6175,40.0,46.0
2020,Reading,4,441,32.0,44.0
2022,Math,5,2349,12.0,15.0
2025,Math,10,6921,27.0,35.0
2019,Reading,6,1917,18.0,25.0
2022,Reading,3,5742,20.0,22.0
2016,Math,8,1337,226.0,287.0
2017,Reading,8,936,47.0,68.0
2023,Reading,6,5625,22.0,39.0
2019,Reading,8,279,42.0,63.0
2024,Reading,11,171,33.0,39.0
2021,Reading,5,6867,93.0,115.0
2018,Reading,11,1337,209.0,274.0
2018,Math,5,1044,264.0,294.0
2021,Math,8,1368,33.0,61.0
2021,Math,7,3029,84.0,100.0
2021,Math,11,3942,39.0,49.0
2020,Math,7,7002,14.0,16.0
2018,Math,11,4860,28.0,35.0
2017,Math,11,720,54.0,68.0
2017,Math,3,4725,148.0,205.0
2016,Reading,8,2826,127.0,144.0
2023,Math,5,6592,30.0,43.0
2022,Reading,5,4779,77.0,87.0
2018,Math,8,1576,96.0,121.0
2023,Reading,7,81,44.0,74.0
2019,Reading,7,1963,27.0,42.0
2025,Math,4,5895,14.0,17.0
2018,Reading,6,6098,63.0,111.0
2021,Math,5,1278,215.0,276.0
2023,Reading,7,3186,13.0,16.0
2019,Reading,7,6099,39.0,47.0
2020,Math,3,6094,33.0,39.0
2021,Math,4,1476,483.0,610.0
2024,Reading,4,6950,89.0,114.0
2016,Reading,4,7002,12.0,12.0
2017,Math,5,6120,75.0,87.0
2020,Math,4,5868,10.0,11.0
2018,Reading,8,5823,24.0,29.0
2017,Reading,4,2766,18.0,26.0
2018,Math,4,1359,36.0,37.0
2022,Reading,6,1863,490.0,720.0
2021,Reading,3,5922,23.0,28.0
2021,Math,4,5325,41.0,44.0
2019,Math,5,6012,25.0,30.0
2018,Math,11,2673,49.0,60.0
2020,Math,4,6462,17.0,25.0
2019,Reading,3,4505,10.0,13.0
2021,Math,3,6098,78.0,95.0
2025,Reading,6,6950,72.0,87.0
2017,Reading,4,1082,94.0,105.0
2017,Math,8,2205,18.0,24.0
2025,Math,6,72,11.0,12.0
2025,Reading,8,1503,80.0,99.0
2024,Reading,4,2846,28.0,31.0
2019,Reading,4,3141,583.0,757.0
2022,Reading,8,5607,41.0,54.0
2019,Reading,5,5508,21.0,27.0
2019,Math,8,5949,52.0,61.0
2023,Math,11,4784,197.0,222.0
2023,Reading,3,6943,10.0,12.0
2024,Reading,11,4554,73.0,83.0
2015,Math,11,6854,27.0,48.0
2019,Math,5,3186,19.0,21.0
2022,Math,4,387,85.0,99.0
2018,Math,5,540,44.0,50.0
2020,Math,6,918,31.0,40.0
2022,Math,3,4778,14.0,17.0
2023,Math,11,6097,10.0,14.0
2025,Math,3,2205,8.0,13.0
2020,Reading,3,7056,96.0,116.0
2024,Reading,3,3798,37.0,39.0
2020,Reading,3,5643,66.0,77.0
2014,Math,8,4581,296.0,388.0
2023,Reading,6,3897,7.0,10.0
2022,Math,11,5160,79.0,95.0
2023,Reading,4,1970,17.0,27.0
2021,Math,6,126,57.0,78.0
2020,Reading,3,7038,46.0,55.0
2021,Reading,6,1863,480.0,692.0
2014,Math,11,1611,657.0,978.0
2023,Math,4,4689,38.0,43.0
2017,Math,6,2007,35.0,42.0
2023,Math,6,4617,74.0,104.0
2024,Math,5,7047,18.0,25.0
2021,Reading,11,5724,14.0,21.0
2024,Reading,4,1719,52.0,60.0
2023,Reading,7,5160,45.0,68.0
2014,Math,4,1647,10.0,15.0
2021,Math,5,1908,24.0,34.0
2024,Reading,5,4446,50.0,60.0
2024,Math,11,6264,49.0,61.0
2022,Reading,11,5724,11.0,18.0
2021,Math,8,1071,66.0,97.0
2016,Math,4,2457,23.0,26.0
2025,Reading,7,5510,27.0,34.0
2018,Math,4,1965,19.0,24.0
2019,Math,3,2349,22.0,23.0
2025,Math,4,387,75.0,92.0
2021,Reading,8,4797,131.0,176.0
2024,Math,8,5486,24.0,30.0
2025,Math,8,4446,72.0,82.0
2014,Math,4,4043,43.0,48.0
2017,Reading,8,5310,29.0,46.0
2021,Reading,7,3537,9.0,18.0
2024,Reading,8,5166,151.0,184.0
2015,Math,11,2088,55.0,60.0
2023,Math,5,4554,79.0,89.0
2025,Reading,5,6098,61.0,103.0
2018,Reading,3,7038,47.0,61.0
2024,Math,3,6101,335.0,402.0
2018,Reading,3,6120,85.0,98.0
2020,Reading,7,6983,42.0,49.0
2025,Reading,6,5486,15.0,18.0
2017,Reading,5,6983,38.0,47.0
2025,Math,8,4617,78.0,104.0
2023,Math,6,6536,59.0,90.0
2021,Math,5,1332,37.0,43.0
2018,Reading,6,2772,14.0,29.0
2023,Reading,11,3744,24.0,33.0
2019,Reading,7,6943,18.0,25.0
2015,Reading,4,4033,20.0,32.0
2017,Math,8,3537,27.0,41.0
2017,Math,7,6840,131.0,149.0
2019,Reading,7,6471,29.0,35.0
2025,Reading,3,6512,16.0,21.0
2022,Reading,6,5742,48.0,67.0
2018,Reading,5,3204,48.0,69.0
2017,Reading,6,4761,31.0,36.0
2021,Reading,8,4446,54.0,76.0
2023,Reading,3,4978,8.0,10.0
2021,Reading,7,6768,75.0,105.0
2017,Math,11,5895,21.0,29.0
2020,Reading,6,3816,31.0,37.0
2023,Reading,8,63,21.0,30.0
2021,Math,7,1737,1261.0,1926.0
2015,Math,8,6460,56.0,74.0
2017,Reading,6,1197,39.0,52.0
2017,Math,6,1332,36.0,66.0
2020,Reading,3,5121,38.0,53.0
2017,Reading,11,6921,25.0,28.0
2025,Reading,6,6867,76.0,94.0
2025,Reading,8,4777,37.0,44.0
2018,Math,5,72,13.0,14.0
2025,Math,8,3420,40.0,50.0
2020,Reading,5,6969,26.0,33.0
2021,Reading,8,2369,19.0,27.0
2016,Reading,8,3168,23.0,30.0
2014,Math,11,4778,37.0,45.0
2021,Reading,5,135,76.0,90.0
2020,Reading,5,1719,53.0,53.0
2024,Reading,4,81,59.0,85.0
2022,Reading,6,234,50.0,72.0
2016,Reading,11,3645,151.0,193.0
2025,Math,4,1079,67.0,76.0
2021,Math,4,5013,133.0,178.0
2021,Math,3,6012,30.0,39.0
2017,Reading,6,1350,22.0,38.0
2021,Reading,5,5166,169.0,179.0
2021,Math,3,4773,32.0,33.0
2020,Math,4,4086,102.0,131.0
2021,Math,7,3420,42.0,47.0
2023,Reading,4,2846,20.0,21.0
2017,Reading,7,2124,63.0,98.0
2019,Math,8,4644,21.0,30.0
2024,Reading,5,1972,23.0,36.0
2017,Math,6,2457,28.0,35.0
2022,Reading,8,5184,88.0,119.0
2014,Math,11,2457,35.0,41.0
2025,Math,10,261,562.0,614.0
2019,Math,4,6840,114.0,122.0
2017,Math,6,6992,30.0,50.0
2017,Math,3,1953,40.0,51.0
2019,Math,6,2369,25.0,28.0
2022,Reading,7,977,25.0,36.0
2019,Math,6,108,87.0,110.0
2020,Math,11,2511,105.0,137.0
2020,Math,11,4122,31.0,41.0
2023,Reading,4,2403,40.0,56.0
2023,Math,11,472,84.0,98.0
2023,Math,6,6462,14.0,24.0
2015,Reading,11,6030,74.0,83.0
2021,Reading,8,6762,36.0,61.0
2019,Reading,8,4778,19.0,22.0
2025,Reading,5,4774,46.0,51.0
2023,Math,5,2349,23.0,24.0
2020,Math,7,18,21.0,26.0
2018,Reading,7,585,38.0,49.0
2025,Reading,10,7098,40.0,45.0
2016,Math,11,4572,17.0,28.0
2024,Reading,5,1413,21.0,24.0
2017,Reading,4,423,12.0,14.0
2019,Reading,11,3154,27.0,51.0
2021,Reading,6,1359,19.0,27.0
2024,Math,3,3555,36.0,43.0
2022,Reading,7,1152,47.0,69.0
2018,Math,3,333,20.0,28.0
2019,Reading,5,3154,34.0,46.0
2018,Reading,5,6591,24.0,34.0
2025,Reading,7,6094,30.0,34.0
2023,Math,6,1908,20.0,31.0
2015,Reading,4,2457,31.0,36.0
2022,Math,11,1337,243.0,275.0
2024,Reading,6,1359,20.0,30.0
2017,Reading,6,108,54.0,84.0
2014,Reading,4,6957,542.0,632.0
2024,Math,11,3105,81.0,101.0
2020,Math,11,846,44.0,56.0
2025,Math,4,3033,15.0,16.0
2017,Math,4,504,43.0,53.0
2023,Math,3,1095,43.0,53.0
2020,Math,6,1989,35.0,41.0
2023,Reading,5,1638,76.0,96.0
2017,Math,5,135,81.0,92.0
2022,Reading,11,6937,38.0,45.0
2023,Reading,6,3231,379.0,462.0
2019,Math,3,513,27.0,31.0
2022,Reading,5,2466,87.0,90.0
2014,Math,4,1944,46.0,66.0
2024,Math,11,1233,84.0,103.0
2023,Math,4,4554,77.0,98.0
2014,Math,4,6003,17.0,21.0
2022,Reading,5,5184,95.0,123.0
2021,Reading,6,6987,28.0,48.0
2024,Reading,11,1116,129.0,159.0
2022,Reading,3,2520,23.0,25.0
2019,Math,7,1503,70.0,99.0
2021,Math,8,594,24.0,42.0
2018,Reading,5,1602,27.0,31.0
2019,Math,8,4014,28.0,35.0
2017,Reading,8,3420,30.0,47.0
2021,Math,6,2977,19.0,33.0
2020,Math,11,3691,76.0,86.0
2022,Math,4,1965,25.0,28.0
2018,Math,7,234,70.0,89.0
2019,Reading,11,3691,71.0,85.0
2025,Math,11,4779,72.0,80.0
2021,Math,6,5508,9.0,13.0
2023,Reading,5,7098,42.0,47.0
2023,Reading,11,6700,30.0,34.0
2019,Reading,6,6039,546.0,961.0
2024,Reading,11,1071,67.0,93.0
2020,Reading,3,6460,38.0,53.0
2018,Math,5,3114,201.0,248.0
2019,Math,4,6867,86.0,105.0
2015,Reading,8,2511,107.0,145.0
2019,Reading,4,4572,13.0,16.0
2016,Reading,8,6039,604.0,976.0
2023,Math,11,5994,34.0,42.0
2019,Math,8,1953,42.0,56.0
2025,Reading,7,6095,46.0,54.0
2025,Math,5,2151,18.0,23.0
2020,Reading,8,4797,136.0,176.0
2024,Reading,3,5976,46.0,65.0
2021,Reading,5,873,26.0,32.0
2019,Reading,5,5751,35.0,45.0
2021,Reading,7,720,59.0,88.0
2025,Math,7,6512,22.0,28.0
2023,Reading,6,2556,12.0,18.0
2023,Reading,8,4212,8.0,14.0
2025,Reading,7,4787,19.0,21.0
2016,Math,11,1975,34.0,43.0
2015,Math,4,2766,21.0,23.0
2019,Math,6,4491,12.0,23.0
2021,Reading,5,6097,14.0,18.0
2018,Reading,7,4776,34.0,44.0
2018,Reading,6,7092,23.0,35.0
2014,Math,11,6990,39.0,49.0
2025,Math,10,6987,37.0,43.0
2017,Math,3,1602,36.0,44.0
2018,Reading,11,6591,47.0,55.0
2022,Math,8,6471,16.0,25.0
2020,Math,5,4890,52.0,59.0
2024,Math,5,6093,78.0,94.0
2014,Math,4,1079,45.0,80.0
2023,Reading,6,414,26.0,34.0
2017,Math,5,4437,20.0,26.0
2017,Math,3,6822,280.0,321.0
2017,Reading,3,1638,81.0,90.0
2023,Math,5,4068,21.0,24.0
2017,Reading,5,7002,16.0,16.0
2017,Math,4,5256,32.0,37.0
2019,Reading,7,1638,103.0,119.0
2025,Reading,6,1965,27.0,34.0
2023,Reading,8,540,35.0,46.0
2019,Math,3,4437,32.0,41.0
2021,Reading,6,5697,28.0,37.0
2022,Math,11,4772,49.0,56.0
2017,Math,7,6762,30.0,41.0
2023,Reading,7,6950,63.0,92.0
2020,Math,11,3420,33.0,45.0
2020,Reading,11,1134,22.0,28.0
2018,Math,8,6099,34.0,42.0
2021,Reading,5,6536,74.0,99.0
2022,Math,11,4122,35.0,45.0
2016,Math,4,4536,117.0,150.0
2023,Reading,8,4086,100.0,137.0
2014,Reading,8,6264,42.0,73.0
2014,Reading,8,3231,257.0,302.0
2022,Reading,7,819,28.0,44.0
2025,Math,6,5163,36.0,49.0
2024,Math,3,4104,241.0,314.0
2025,Math,8,1908,19.0,34.0
2025,Reading,11,504,57.0,72.0
2017,Reading,8,6969,34.0,45.0
2020,Math,7,4890,46.0,61.0
2022,Reading,4,6961,168.0,197.0
2025,Math,6,5823,38.0,43.0
2022,Reading,6,1359,29.0,33.0
2022,Math,11,3420,39.0,44.0
2023,Reading,4,1944,34.0,54.0
2019,Reading,3,7098,37.0,40.0
2018,Math,7,333,26.0,34.0
2021,Math,7,9,38.0,44.0
2020,Math,5,2846,15.0,18.0
2023,Math,6,5922,38.0,53.0
2019,Reading,7,2673,43.0,56.0
2020,Reading,7,2834,16.0,23.0
2018,Math,6,6762,32.0,48.0
2024,Math,6,1278,172.0,251.0
2019,Math,5,1350,31.0,35.0
2024,Reading,4,4271,69.0,94.0
2023,Reading,5,3744,37.0,42.0
2025,Math,11,2862,54.0,60.0
2020,Math,7,2088,41.0,55.0
2017,Reading,4,6592,42.0,48.0
2014,Reading,8,5832,13.0,17.0
2024,Math,3,3330,13.0,13.0
2015,Math,4,441,24.0,36.0
2019,Reading,4,4860,15.0,18.0
2022,Math,8,3141,608.0,769.0
2017,Reading,3,4784,161.0,197.0
2023,Reading,6,2511,102.0,126.0
2017,Math,11,5337,26.0,35.0
2021,Math,11,6633,25.0,33.0
2023,Math,3,1944,48.0,51.0
2016,Math,11,5643,71.0,84.0
2021,Reading,7,2772,12.0,15.0
2019,Reading,11,5625,30.0,34.0
2017,Math,3,1062,54.0,83.0
2018,Math,6,6660,93.0,130.0
2020,Reading,6,2376,32.0,39.0
2024,Math,3,108,13.0,20.0
2020,Math,6,1089,37.0,43.0
2020,Reading,5,18,18.0,29.0
2021,Reading,11,414,54.0,57.0
2017,Reading,4,3609,11.0,18.0
2017,Math,11,234,83.0,102.0
2017,Reading,11,4554,86.0,94.0
2023,Math,6,3537,10.0,18.0
2022,Math,4,5949,64.0,71.0
2020,Reading,3,3816,18.0,36.0
2025,Reading,7,6219,94.0,143.0
2024,Math,8,3798,33.0,43.0
2020,Math,6,4491,12.0,14.0
2018,Reading,11,3555,45.0,53.0
2020,Reading,11,5508,24.0,30.0
2023,Math,3,5486,18.0,20.0
2022,Math,6,6768,92.0,112.0
2019,Reading,3,6093,66.0,79.0
2025,Reading,4,4689,28.0,38.0
2015,Math,4,720,69.0,84.0
2021,Reading,7,3141,556.0,762.0
2024,Math,5,2766,24.0,24.0
2014,Math,11,1044,282.0,352.0
2024,Math,6,4788,22.0,24.0
2023,Math,6,1967,13.0,20.0
2020,Reading,3,5976,53.0,59.0
2019,Math,7,873,34.0,42.0
2017,Math,5,6102,108.0,131.0
2023,Math,4,6408,58.0,67.0
2018,Reading,8,2349,62.0,73.0
2021,Math,8,3330,16.0,17.0
2025,Math,10,1093,32.0,40.0
2017,Math,7,916,15.0,18.0
2024,Math,5,6460,37.0,49.0
2023,Reading,4,423,9.0,16.0
2016,Reading,11,4041,94.0,148.0
2019,Reading,11,6992,39.0,55.0
2022,Math,8,1218,17.0,22.0
2021,Reading,6,5184,82.0,121.0
2022,Reading,11,4572,17.0,20.0
2017,Math,11,135,109.0,140.0
2020,Reading,5,4581,283.0,328.0
2017,Reading,8,1215,16.0,25.0
2025,Reading,7,355,14.0,14.0
2025,Math,10,4023,53.0,57.0
2020,Reading,3,4437,33.0,41.0
2024,Reading,4,6591,24.0,33.0
2024,Math,6,2088,32.0,39.0
2020,Reading,11,3231,335.0,385.0
2018,Reading,6,6095,34.0,43.0
2024,Reading,11,4536,105.0,134.0
2020,Math,3,2682,24.0,32.0
2025,Reading,6,4043,41.0,44.0
2014,Reading,4,1079,51.0,80.0
2016,Reading,8,6987,27.0,47.0
2021,Reading,3,3060,50.0,68.0
2018,Reading,8,6120,64.0,78.0
2022,Reading,3,2763,31.0,36.0
2019,Reading,6,279,37.0,48.0
2025,Math,8,4131,179.0,251.0
2023,Math,3,2502,20.0,31.0
2022,Math,5,2151,9.0,14.0
2025,Reading,3,3744,37.0,47.0
2023,Math,6,6096,24.0,34.0
2023,Reading,11,2834,16.0,19.0
2023,Reading,7,6138,23.0,33.0
2025,Math,6,3600,131.0,154.0
2023,Reading,4,3420,46.0,54.0
2017,Reading,5,5697,26.0,32.0
2022,Math,11,3609,17.0,23.0
2023,Reading,8,6975,49.0,70.0
2021,Math,8,6930,40.0,64.0
2025,Math,10,2718,31.0,32.0
2017,Math,7,4122,25.0,29.0
2017,Math,4,2097,28.0,32.0
2016,Math,8,603,13.0,14.0
2018,Math,11,5976,60.0,77.0
2025,Reading,10,4043,53.0,59.0
2025,Reading,10,1449,11.0,11.0
2021,Math,7,5895,12.0,15.0
2019,Reading,11,6012,28.0,54.0
2024,Math,11,2205,10.0,17.0
2022,Reading,8,1611,643.0,1020.0
2015,Reading,4,6273,29.0,41.0
2021,Reading,4,2846,16.0,16.0
2021,Reading,6,2097,23.0,31.0
2023,Math,5,472,91.0,109.0
2024,Reading,7,5949,47.0,71.0
2017,Reading,5,1221,78.0,95.0
2020,Reading,5,108,10.0,13.0
2020,Math,8,2781,57.0,76.0
2016,Reading,11,1908,23.0,30.0
2018,Math,4,5508,26.0,31.0
2020,Reading,8,4978,9.0,15.0
2023,Reading,6,1278,139.0,244.0
2020,Reading,4,981,109.0,121.0
2018,Reading,8,5184,72.0,126.0
2024,Math,3,2834,18.0,21.0
2017,Reading,7,3691,49.0,60.0
2021,Reading,6,5994,36.0,60.0
2019,Math,11,6099,42.0,50.0
2023,Math,3,3600,132.0,152.0
2024,Reading,5,4419,36.0,44.0
2025,Reading,5,4212,20.0,24.0
2024,Math,7,7029,63.0,78.0
2020,Math,5,3609,17.0,24.0
2025,Reading,11,7110,36.0,50.0
2018,Reading,8,2718,39.0,61.0
2018,Math,8,6035,39.0,51.0
2017,Math,4,1197,45.0,59.0
2018,Reading,8,6096,27.0,39.0
2024,Reading,7,2322,88.0,124.0
2024,Reading,7,1917,22.0,34.0
2014,Reading,11,2766,23.0,34.0
2025,Math,7,6950,76.0,88.0
2024,Reading,7,6003,17.0,23.0
2022,Math,4,4572,22.0,25.0
2025,Reading,8,1221,82.0,104.0
2023,Reading,5,1107,70.0,95.0
2021,Math,5,3186,14.0,15.0
2025,Math,5,2376,26.0,26.0
2020,Math,11,1503,93.0,118.0
2018,Math,5,5751,51.0,58.0
2020,Math,4,4777,43.0,49.0
2022,Math,7,5049,206.0,304.0
2022,Math,5,4536,120.0,149.0
2014,Math,8,4212,24.0,38.0
2017,Math,3,5922,23.0,28.0
2022,Reading,5,1079,65.0,73.0
2025,Math,10,1079,75.0,86.0
2021,Math,7,6094,27.0,34.0
2017,Math,7,4978,11.0,17.0
2018,Reading,4,1218,20.0,25.0
2025,Reading,7,1082,86.0,108.0
2018,Math,8,4773,42.0,44.0
2023,Math,6,1233,63.0,105.0
2025,Math,5,4778,10.0,22.0
2015,Math,8,333,32.0,40.0
2018,Math,11,4869,92.0,126.0
2017,Math,4,135,68.0,79.0
2021,Reading,8,6950,89.0,113.0
2016,Reading,4,3168,18.0,21.0
2015,Reading,11,4356,60.0,68.0
2019,Math,7,6120,76.0,87.0
2022,Math,5,1071,95.0,104.0
2022,Reading,5,243,14.0,17.0
2021,Reading,8,5486,24.0,30.0
2014,Reading,8,6120,85.0,103.0
2020,Reading,4,2772,19.0,21.0
2016,Math,4,333,18.0,25.0
2025,Reading,8,2862,21.0,34.0
2022,Reading,6,243,7.0,16.0
2020,Reading,7,2511,113.0,144.0
2017,Math,8,5486,17.0,20.0
2014,Reading,8,4617,97.0,134.0
2022,Math,8,387,85.0,97.0
2017,Math,6,1093,39.0,55.0
2016,Math,11,1215,15.0,21.0
2016,Math,4,261,421.0,473.0
2014,Math,4,6509,25.0,35.0
2022,Reading,6,4203,47.0,57.0
